Date,Open,High,Low,Close,Adj Close,Volume
2022-01-11,28.900000,29.299999,28.030001,28.680000,28.680000,7014100
2022-01-12,28.500000,29.219999,28.280001,28.790001,28.790001,5045200
2022-01-13,28.860001,30.020000,28.440001,29.340000,29.340000,9016100
2022-01-14,28.940001,31.280001,28.940001,31.180000,31.180000,12183400
2022-01-18,30.950001,31.549999,29.370001,29.639999,29.639999,8682800
2022-01-19,29.879999,30.070000,28.280001,28.580000,28.580000,7234000
2022-01-20,28.870001,29.059999,27.290001,27.490000,27.490000,10880800
2022-01-21,26.830000,27.129999,25.940001,26.190001,26.190001,10403800
2022-01-24,25.270000,26.950001,25.219999,26.879999,26.879999,9189500
2022-01-25,26.370001,27.090000,25.840000,26.860001,26.860001,6800700
2022-01-26,27.049999,27.400000,24.180000,24.400000,24.400000,18137100
2022-01-27,24.760000,25.299999,24.389999,25.240000,25.240000,10093900
2022-01-28,25.059999,27.160000,24.900000,27.150000,27.150000,9601400
2022-01-31,27.120001,28.430000,26.160000,27.910000,27.910000,7309200
2022-02-01,25.990000,28.940001,25.900000,27.170000,27.170000,25754500
2022-02-02,27.049999,28.370001,26.379999,27.690001,27.690001,11157700
2022-02-03,27.430000,29.350000,27.320000,28.930000,28.930000,12439100
2022-02-04,29.020000,29.430000,28.260000,28.900000,28.900000,6722900
2022-02-07,29.070000,29.360001,28.240000,28.340000,28.340000,6619500
2022-02-08,28.450001,28.900000,28.040001,28.209999,28.209999,5391800
2022-02-09,28.490000,30.059999,27.959999,29.840000,29.840000,10942000
2022-02-10,29.840000,31.120001,29.570000,30.090000,30.090000,7517500
2022-02-11,30.010000,30.650000,29.440001,29.570000,29.570000,6591400
2022-02-14,29.600000,30.260000,29.350000,29.420000,29.420000,4115800
2022-02-15,29.850000,30.570000,29.440001,30.510000,30.510000,4068300
2022-02-16,29.540001,29.660000,28.120001,29.379999,29.379999,13121600
2022-02-17,28.930000,30.110001,28.830000,29.870001,29.870001,7169100
2022-02-18,29.910000,30.740000,29.600000,29.860001,29.860001,6931900
2022-02-22,29.510000,30.209999,28.090000,28.280001,28.280001,10721300
2022-02-23,28.340000,29.250000,28.070000,28.209999,28.209999,8400500
2022-02-24,26.250000,27.799999,25.340000,27.730000,27.730000,16236900
2022-02-25,27.650000,28.879999,26.610001,28.240000,28.240000,9585400
2022-02-28,27.490000,28.530001,27.330000,28.049999,28.049999,8296400
2022-03-01,28.090000,28.469999,27.230000,28.110001,28.110001,7663000
2022-03-02,28.120001,29.600000,28.120001,29.240000,29.240000,7679600
2022-03-03,29.270000,29.620001,27.969999,28.680000,28.680000,6199300
2022-03-04,28.520000,28.540001,26.500000,26.889999,26.889999,12200000
2022-03-07,26.610001,26.940001,25.490000,25.549999,25.549999,10290200
2022-03-08,25.690001,26.219999,25.160000,25.270000,25.270000,9388100
2022-03-09,26.000000,26.600000,25.330000,25.370001,25.370001,5845500
2022-03-10,25.180000,25.440001,24.469999,25.080000,25.080000,9331900
2022-03-11,25.360001,25.510000,23.930000,23.990000,23.990000,11207100
2022-03-14,24.000000,24.959999,23.700001,23.879999,23.879999,10106400
2022-03-15,24.120001,25.340000,23.910000,25.020000,25.020000,7460900
2022-03-16,25.459999,26.080000,25.080000,25.639999,25.639999,6529200
2022-03-17,25.340000,25.719999,25.010000,25.709999,25.709999,4472000
2022-03-18,25.540001,26.350000,25.350000,26.260000,26.260000,6938000
2022-03-21,26.160000,26.900000,25.770000,26.150000,26.150000,4775900
2022-03-22,26.370001,27.190001,26.230000,26.870001,26.870001,5166500
2022-03-23,26.670000,27.660000,26.559999,26.620001,26.620001,4822700
2022-03-24,26.610001,27.170000,26.480000,27.120001,27.120001,5121400
2022-03-25,27.120001,27.629999,26.950001,27.350000,27.350000,3533200
2022-03-28,27.320000,27.350000,25.129999,25.580000,25.580000,11002900
2022-03-29,25.940001,26.420000,25.570000,26.250000,26.250000,5306800
2022-03-30,26.040001,26.680000,25.639999,25.700001,25.700001,4790500
2022-03-31,25.570000,25.620001,24.850000,24.920000,24.920000,8586500
2022-04-01,25.160000,25.330000,24.370001,25.020000,25.020000,7750900
2022-04-04,25.160000,26.000000,24.370001,25.799999,25.799999,8399900
2022-04-05,25.510000,26.010000,24.230000,24.420000,24.420000,11423000
2022-04-06,24.389999,24.389999,23.340000,23.920000,23.920000,10965600
2022-04-07,23.969999,24.040001,22.500000,23.070000,23.070000,16798600
2022-04-08,23.070000,24.520000,22.780001,24.430000,24.430000,22358900
2022-04-11,24.080000,26.260000,23.500000,24.780001,24.780001,70016200
2022-04-12,24.370001,25.330000,23.750000,24.680000,24.680000,40974800
2022-04-13,24.670000,27.500000,24.209999,26.000000,26.000000,65233900
2022-04-14,25.889999,26.580000,24.760000,24.879999,24.879999,37861600
2022-04-18,24.530001,24.799999,23.520000,24.160000,24.160000,29145500
2022-04-19,23.660000,24.680000,23.500000,24.490000,24.490000,32055100
2022-04-20,23.490000,23.559999,22.700001,23.010000,23.010000,41515900
2022-04-21,22.650000,23.230000,20.920000,21.450001,21.450001,50753200
2022-04-22,21.000000,21.910000,20.370001,20.570000,20.570000,23510100
2022-04-25,20.059999,21.940001,19.950001,21.500000,21.500000,35852700
2022-04-26,19.930000,20.959999,19.629999,19.830000,19.830000,33742500
2022-04-27,19.860001,19.950001,18.200001,18.830000,18.830000,33842400
2022-04-28,19.020000,19.420000,17.889999,18.350000,18.350000,23049800
2022-04-29,18.360001,19.200001,18.090000,18.150000,18.150000,22966600
2022-05-02,18.150000,19.450001,18.049999,19.250000,19.250000,26110500
2022-05-03,18.980000,19.680000,18.680000,19.270000,19.270000,19475900
2022-05-04,19.370001,19.799999,18.809999,19.660000,19.660000,17002200
2022-05-05,19.389999,20.080000,18.500000,18.879999,18.879999,21442000
2022-05-06,18.549999,18.709999,17.549999,17.750000,17.750000,22653600
2022-05-09,17.290001,17.840000,16.860001,17.100000,17.100000,20143700
2022-05-10,17.330000,17.969999,17.100000,17.350000,17.350000,18456500
2022-05-11,17.240000,17.840000,16.590000,16.620001,16.620001,17838900
2022-05-12,16.510000,17.740000,16.510000,17.110001,17.110001,22105700
2022-05-13,17.180000,18.250000,17.170000,18.100000,18.100000,15288600
2022-05-16,17.920000,18.500000,17.139999,17.209999,17.209999,16687000
2022-05-17,17.690001,18.360001,17.580000,18.360001,18.360001,20024600
2022-05-18,18.030001,18.360001,17.260000,17.459999,17.459999,19495900
2022-05-19,17.350000,17.870001,17.270000,17.500000,17.500000,16972400
2022-05-20,17.750000,18.020000,17.150000,17.740000,17.740000,19152600
2022-05-23,18.000000,18.379999,17.450001,18.290001,18.290001,17869600
2022-05-24,17.840000,17.889999,16.730000,16.860001,16.860001,23189600
2022-05-25,16.910000,17.360001,16.750000,17.230000,17.230000,18875900
2022-05-26,17.360001,18.040001,17.240000,17.980000,17.980000,14440200
2022-05-27,18.010000,18.760000,18.000000,18.760000,18.760000,16213300
2022-05-31,18.559999,18.700001,18.010000,18.450001,18.450001,33259600
2022-06-01,18.490000,18.740000,17.510000,17.660000,17.660000,15623600
2022-06-02,17.469999,18.059999,17.350000,18.000000,18.000000,13592700
2022-06-03,17.820000,17.900000,17.180000,17.500000,17.500000,14590100
2022-06-06,17.820000,17.870001,16.830000,16.850000,16.850000,21860700
2022-06-07,16.559999,17.170000,16.330000,17.170000,17.170000,19171700
2022-06-08,17.030001,17.320000,16.620001,16.670000,16.670000,16512100
2022-06-09,16.500000,16.559999,15.610000,15.630000,15.630000,22961500
2022-06-10,15.370000,15.400000,14.820000,14.860000,14.860000,25435900
2022-06-13,14.440000,14.480000,13.720000,14.030000,14.030000,28812800
2022-06-14,14.170000,14.290000,13.570000,13.980000,13.980000,22936600
2022-06-15,14.090000,15.130000,14.050000,14.850000,14.850000,23100500
2022-06-16,14.330000,14.480000,13.300000,13.650000,13.650000,26389800
2022-06-17,13.950000,14.500000,13.500000,14.220000,14.220000,36055100
